appid,name,release_date,release_year,year_range,developer,publisher,free_to_play,virtual_reality_support,singleplayer,multiplayer,windows_support,mac_support,linux_support,required_age,categories,steamspy_tags,achievements,general_rating,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,genres,value
314160,Microsoft Flight Simulator X: Steam Edition,2014-12-18,2014,2012 - 2015,Microsoft Game Studios,Dovetail Games - Flight,FALSE,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,0,Single-player;Multi-player;Partial Controller Support,Simulation;Flight;Realistic,0,Positive,8859,2282,991,1224,1M to 2M,19.99,11141,Genre1,Simulation
548430,Deep Rock Galactic,2018-02-28,2018,2016 - 2019,Ghost Ship Games,Coffee Stain Publishing,FALSE,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support;Steam Trading Cards;Steam Cloud,Early Access;Co-op;Action,0,Positive,10254,838,3350,4384,500k to 1M,24.99,11092,Genre1,Action
548430,Deep Rock Galactic,2018-02-28,2018,2016 - 2019,Ghost Ship Games,Coffee Stain Publishing,FALSE,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support;Steam Trading Cards;Steam Cloud,Early Access;Co-op;Action,0,Positive,10254,838,3350,4384,500k to 1M,24.99,11092,Genre2,Indie
548430,Deep Rock Galactic,2018-02-28,2018,2016 - 2019,Ghost Ship Games,Coffee Stain Publishing,FALSE,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Full controller support;Steam Trading Cards;Steam Cloud,Early Access;Co-op;Action,0,Positive,10254,838,3350,4384,500k to 1M,24.99,11092,Genre3,Early Access
501300,What Remains of Edith Finch,2017-04-24,2017,2016 - 2019,Giant Sparrow,Annapurna Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Story Rich;Atmospheric;Walking Simulator,9,Extremely Positive,10573,506,130,149,200k to 500k,14.99,11079,Genre1,Adventure
501300,What Remains of Edith Finch,2017-04-24,2017,2016 - 2019,Giant Sparrow,Annapurna Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Story Rich;Atmospheric;Walking Simulator,9,Extremely Positive,10573,506,130,149,200k to 500k,14.99,11079,Genre2,Indie
371660,Far Cry® Primal,2016-02-29,2016,2016 - 2019,Ubisoft,Ubisoft,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,18,Single-player;Steam Trading Cards;Partial Controller Support,Open World;Survival;Action,0,Positive,8428,2633,949,923,500k to 1M,41.99,11061,Genre1,Action
371660,Far Cry® Primal,2016-02-29,2016,2016 - 2019,Ubisoft,Ubisoft,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,18,Single-player;Steam Trading Cards;Partial Controller Support,Open World;Survival;Action,0,Positive,8428,2633,949,923,500k to 1M,41.99,11061,Genre2,Adventure
206210,Gotham City Impostors Free to Play,2012-08-30,2012,2012 - 2015,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,TRUE,FALSE,FALSE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Free to Play;Action;Multiplayer,412,Positive,9269,1773,120,107,2M to 5M,0,11042,Genre1,Action
206210,Gotham City Impostors Free to Play,2012-08-30,2012,2012 - 2015,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,TRUE,FALSE,FALSE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Free to Play;Action;Multiplayer,412,Positive,9269,1773,120,107,2M to 5M,0,11042,Genre2,Free to Play
475550,Beholder,2016-11-09,2016,2016 - 2019,Warm Lamp Games,Alawar Premium,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,3,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy;Choices Matter,60,Positive,9947,1095,240,227,500k to 1M,6.99,11042,Genre1,Adventure
475550,Beholder,2016-11-09,2016,2016 - 2019,Warm Lamp Games,Alawar Premium,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,3,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy;Choices Matter,60,Positive,9947,1095,240,227,500k to 1M,6.99,11042,Genre2,Indie
475550,Beholder,2016-11-09,2016,2016 - 2019,Warm Lamp Games,Alawar Premium,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,3,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy;Choices Matter,60,Positive,9947,1095,240,227,500k to 1M,6.99,11042,Genre3,Strategy
39000,Moonbase Alpha,2010-07-06,2010,2009 - 2011,Virtual Heroes;Army Game Studio,NASA,TRUE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Space;Simulation;Free to Play,0,Positive,9867,1166,54,46,1M to 2M,0,11033,Genre1,Adventure
39000,Moonbase Alpha,2010-07-06,2010,2009 - 2011,Virtual Heroes;Army Game Studio,NASA,TRUE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Space;Simulation;Free to Play,0,Positive,9867,1166,54,46,1M to 2M,0,11033,Genre2,Simulation
39000,Moonbase Alpha,2010-07-06,2010,2009 - 2011,Virtual Heroes;Army Game Studio,NASA,TRUE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Space;Simulation;Free to Play,0,Positive,9867,1166,54,46,1M to 2M,0,11033,Genre3,Strategy
266840,Age of Mythology: Extended Edition,2014-05-08,2014,2012 - 2015,SkyBox Labs;Ensemble Studios,Microsoft Studios,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Strategy;RTS;Mythology,70,Positive,9336,1577,668,859,1M to 2M,22.99,10913,Genre1,Simulation
266840,Age of Mythology: Extended Edition,2014-05-08,2014,2012 - 2015,SkyBox Labs;Ensemble Studios,Microsoft Studios,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Strategy;RTS;Mythology,70,Positive,9336,1577,668,859,1M to 2M,22.99,10913,Genre2,Strategy
368230,Kingdom: Classic,2015-10-21,2015,2012 - 2015,Noio;Licorice,Raw Fury,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Pixel Graphics;Survival,34,Positive,9673,1227,250,199,2M to 5M,3.99,10900,Genre1,Indie
368230,Kingdom: Classic,2015-10-21,2015,2012 - 2015,Noio;Licorice,Raw Fury,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Pixel Graphics;Survival,34,Positive,9673,1227,250,199,2M to 5M,3.99,10900,Genre2,Simulation
368230,Kingdom: Classic,2015-10-21,2015,2012 - 2015,Noio;Licorice,Raw Fury,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Pixel Graphics;Survival,34,Positive,9673,1227,250,199,2M to 5M,3.99,10900,Genre3,Strategy
228300,Remember Me,2013-06-06,2013,2012 - 2015,DONTNOD Entertainment,Capcom,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Cyberpunk;Action;Female Protagonist,50,Positive,9080,1815,276,238,500k to 1M,22.99,10895,Genre1,Action
228300,Remember Me,2013-06-06,2013,2012 - 2015,DONTNOD Entertainment,Capcom,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Cyberpunk;Action;Female Protagonist,50,Positive,9080,1815,276,238,500k to 1M,22.99,10895,Genre2,Adventure
237990,The Banner Saga,2014-01-14,2014,2012 - 2015,Stoic,Versus Evil,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,RPG;Turn-Based;Strategy,39,Positive,9750,1131,164,188,500k to 1M,18.74,10881,Genre1,Indie
237990,The Banner Saga,2014-01-14,2014,2012 - 2015,Stoic,Versus Evil,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,RPG;Turn-Based;Strategy,39,Positive,9750,1131,164,188,500k to 1M,18.74,10881,Genre2,RPG
237990,The Banner Saga,2014-01-14,2014,2012 - 2015,Stoic,Versus Evil,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,RPG;Turn-Based;Strategy,39,Positive,9750,1131,164,188,500k to 1M,18.74,10881,Genre3,Strategy
4700,Total War: MEDIEVAL II – Definitive Edition,2006-11-15,2006,2005 - 2008,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),FALSE,FALSE,TRUE,Multiplayer (Unspecified),TRUE,TRUE,TRUE,0,Single-player;Multi-player;Steam Trading Cards,Strategy;Medieval;Historical,0,Positive,10270,605,469,361,2M to 5M,0,10875,Genre1,Strategy
21690,Resident Evil™ 5/ Biohazard 5®,2009-09-15,2009,2009 - 2011,Capcom,Capcom,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Zombies;Co-op,70,Positive,9250,1618,868,532,1M to 2M,13.99,10868,Genre1,Action
21690,Resident Evil™ 5/ Biohazard 5®,2009-09-15,2009,2009 - 2011,Capcom,Capcom,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Zombies;Co-op,70,Positive,9250,1618,868,532,1M to 2M,13.99,10868,Genre2,Adventure
55150,"Warhammer 40,000: Space Marine",2011-09-08,2011,2009 - 2011,Relic,SEGA,FALSE,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards,Warhammer 40K;Action;Third-Person Shooter,60,Positive,9847,998,712,537,2M to 5M,19.99,10845,Genre1,Action
17460,Mass Effect,2008-12-19,2008,2005 - 2008,BioWare,Electronic Arts,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,RPG;Sci-fi;Story Rich,0,Positive,10107,666,612,633,1M to 2M,7.99,10773,Genre1,Action
17460,Mass Effect,2008-12-19,2008,2005 - 2008,BioWare,Electronic Arts,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,RPG;Sci-fi;Story Rich,0,Positive,10107,666,612,633,1M to 2M,7.99,10773,Genre2,RPG
256290,Child of Light,2014-04-29,2014,2012 - 2015,Ubisoft Montréal,Ubisoft,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Shared/Split Screen;Partial Controller Support,RPG;Fantasy;Great Soundtrack,0,Positive,9980,747,605,818,500k to 1M,12.49,10727,Genre1,RPG
420290,Blackwake,2017-02-24,2017,2016 - 2019,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,FALSE,FALSE,FALSE,Online + Co-op,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support,Early Access;Pirates;Multiplayer,0,Positive,9352,1367,396,488,500k to 1M,14.99,10719,Genre1,Action
420290,Blackwake,2017-02-24,2017,2016 - 2019,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,FALSE,FALSE,FALSE,Online + Co-op,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support,Early Access;Pirates;Multiplayer,0,Positive,9352,1367,396,488,500k to 1M,14.99,10719,Genre2,Casual
420290,Blackwake,2017-02-24,2017,2016 - 2019,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,FALSE,FALSE,FALSE,Online + Co-op,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support,Early Access;Pirates;Multiplayer,0,Positive,9352,1367,396,488,500k to 1M,14.99,10719,Genre3,Indie
420290,Blackwake,2017-02-24,2017,2016 - 2019,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,FALSE,FALSE,FALSE,Online + Co-op,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support,Early Access;Pirates;Multiplayer,0,Positive,9352,1367,396,488,500k to 1M,14.99,10719,Genre4,Strategy
420290,Blackwake,2017-02-24,2017,2016 - 2019,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,FALSE,FALSE,FALSE,Online + Co-op,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;Online Co-op;Partial Controller Support,Early Access;Pirates;Multiplayer,0,Positive,9352,1367,396,488,500k to 1M,14.99,10719,Genre5,Early Access
233860,Kenshi,2018-12-06,2018,2016 - 2019,Lo-Fi Games,Lo-Fi Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Workshop;Includes level editor,Open World;Sandbox;RPG,0,Positive,9512,1171,1756,2026,200k to 500k,22.99,10683,Genre1,Action
233860,Kenshi,2018-12-06,2018,2016 - 2019,Lo-Fi Games,Lo-Fi Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Workshop;Includes level editor,Open World;Sandbox;RPG,0,Positive,9512,1171,1756,2026,200k to 500k,22.99,10683,Genre2,Indie
233860,Kenshi,2018-12-06,2018,2016 - 2019,Lo-Fi Games,Lo-Fi Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Workshop;Includes level editor,Open World;Sandbox;RPG,0,Positive,9512,1171,1756,2026,200k to 500k,22.99,10683,Genre3,RPG
233860,Kenshi,2018-12-06,2018,2016 - 2019,Lo-Fi Games,Lo-Fi Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Workshop;Includes level editor,Open World;Sandbox;RPG,0,Positive,9512,1171,1756,2026,200k to 500k,22.99,10683,Genre4,Simulation
233860,Kenshi,2018-12-06,2018,2016 - 2019,Lo-Fi Games,Lo-Fi Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Workshop;Includes level editor,Open World;Sandbox;RPG,0,Positive,9512,1171,1756,2026,200k to 500k,22.99,10683,Genre5,Strategy
418340,RWBY: Grimm Eclipse,2016-07-05,2016,2016 - 2019,Rooster Teeth Games,Rooster Teeth Games,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Hack and Slash;Female Protagonist,37,Positive,8844,1830,185,273,200k to 500k,14.99,10674,Genre1,Action
418340,RWBY: Grimm Eclipse,2016-07-05,2016,2016 - 2019,Rooster Teeth Games,Rooster Teeth Games,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Hack and Slash;Female Protagonist,37,Positive,8844,1830,185,273,200k to 500k,14.99,10674,Genre2,Adventure
418340,RWBY: Grimm Eclipse,2016-07-05,2016,2016 - 2019,Rooster Teeth Games,Rooster Teeth Games,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Hack and Slash;Female Protagonist,37,Positive,8844,1830,185,273,200k to 500k,14.99,10674,Genre3,Indie
206190,Gunpoint,2013-06-03,2013,2012 - 2015,Suspicious Developments,Suspicious Developments,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Stealth;Puzzle;Indie,42,Extremely Positive,10384,271,212,242,500k to 1M,6,10655,Genre1,Action
206190,Gunpoint,2013-06-03,2013,2012 - 2015,Suspicious Developments,Suspicious Developments,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Stealth;Puzzle;Indie,42,Extremely Positive,10384,271,212,242,500k to 1M,6,10655,Genre2,Indie
206190,Gunpoint,2013-06-03,2013,2012 - 2015,Suspicious Developments,Suspicious Developments,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Stealth;Puzzle;Indie,42,Extremely Positive,10384,271,212,242,500k to 1M,6,10655,Genre3,Strategy
41700,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,2010,2009 - 2011,GSC Game World,GSC Game World,FALSE,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,0,Single-player;Multi-player,Open World;Atmospheric;Post-apocalyptic,0,Extremely Positive,10172,470,1969,3186,1M to 2M,12.99,10642,Genre1,Action
41700,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,2010,2009 - 2011,GSC Game World,GSC Game World,FALSE,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,0,Single-player;Multi-player,Open World;Atmospheric;Post-apocalyptic,0,Extremely Positive,10172,470,1969,3186,1M to 2M,12.99,10642,Genre2,RPG
12110,Grand Theft Auto: Vice City,2011-01-10,2011,2009 - 2011,Rockstar Games,Rockstar Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,18,Single-player;Partial Controller Support,Open World;Action;1980s,0,Positive,9817,819,209,93,2M to 5M,5.99,10636,Genre1,Action
10680,Aliens vs. Predator™,2010-02-16,2010,2009 - 2011,Rebellion,SEGA,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;FPS;Aliens,50,Positive,9448,1186,170,168,1M to 2M,9.99,10634,Genre1,Action
495890,Montaro,2016-07-25,2016,2016 - 2019,JCKSLAP,MBDL,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Memes;Cute;Casual,15,Extremely Positive,10099,485,174,191,200k to 500k,0.79,10584,Genre1,Casual
495890,Montaro,2016-07-25,2016,2016 - 2019,JCKSLAP,MBDL,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Memes;Cute;Casual,15,Extremely Positive,10099,485,174,191,200k to 500k,0.79,10584,Genre2,Indie
233270,Far Cry 3 - Blood Dragon,2013-05-01,2013,2012 - 2015,Ubisoft Montreal,Ubisoft,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards;Partial Controller Support,FPS;1980s;Comedy,0,Positive,9282,1257,249,201,1M to 2M,12.49,10539,Genre1,Action
233270,Far Cry 3 - Blood Dragon,2013-05-01,2013,2012 - 2015,Ubisoft Montreal,Ubisoft,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards;Partial Controller Support,FPS;1980s;Comedy,0,Positive,9282,1257,249,201,1M to 2M,12.49,10539,Genre2,Adventure
601510,Yu-Gi-Oh! Duel Links,2017-11-16,2017,2016 - 2019,Konami Digital Entertainment,Konami Digital Entertainment,TRUE,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Card Game;Anime,20,Positive,7969,2563,864,1115,1M to 2M,0,10532,Genre1,Free to Play
601510,Yu-Gi-Oh! Duel Links,2017-11-16,2017,2016 - 2019,Konami Digital Entertainment,Konami Digital Entertainment,TRUE,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Card Game;Anime,20,Positive,7969,2563,864,1115,1M to 2M,0,10532,Genre2,Strategy
288160,The Room,2014-07-28,2014,2012 - 2015,Fireproof Games,Fireproof Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Puzzle;Mystery;Point & Click,5,Extremely Positive,10206,280,167,211,200k to 500k,3.99,10486,Genre1,Adventure
288160,The Room,2014-07-28,2014,2012 - 2015,Fireproof Games,Fireproof Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Puzzle;Mystery;Point & Click,5,Extremely Positive,10206,280,167,211,200k to 500k,3.99,10486,Genre2,Indie
578310,BRAIN / OUT,2017-02-24,2017,2016 - 2019,Desertkun,Desertkun,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter,84,Positive,8343,2112,1433,77,1M to 2M,0,10455,Genre1,Action
578310,BRAIN / OUT,2017-02-24,2017,2016 - 2019,Desertkun,Desertkun,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter,84,Positive,8343,2112,1433,77,1M to 2M,0,10455,Genre2,Free to Play
578310,BRAIN / OUT,2017-02-24,2017,2016 - 2019,Desertkun,Desertkun,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter,84,Positive,8343,2112,1433,77,1M to 2M,0,10455,Genre3,Indie
578310,BRAIN / OUT,2017-02-24,2017,2016 - 2019,Desertkun,Desertkun,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Free to Play;Multiplayer;Shooter,84,Positive,8343,2112,1433,77,1M to 2M,0,10455,Genre4,Massively Multiplayer
638970,Yakuza 0,2018-08-01,2018,2016 - 2019,SEGA,SEGA,FALSE,FALSE,TRUE,Local + Online,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Story Rich;Beat 'em up,55,Positive,9023,1343,1255,1586,200k to 500k,14.99,10366,Genre1,Action
638970,Yakuza 0,2018-08-01,2018,2016 - 2019,SEGA,SEGA,FALSE,FALSE,TRUE,Local + Online,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Story Rich;Beat 'em up,55,Positive,9023,1343,1255,1586,200k to 500k,14.99,10366,Genre2,Adventure
638970,Yakuza 0,2018-08-01,2018,2016 - 2019,SEGA,SEGA,FALSE,FALSE,TRUE,Local + Online,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Story Rich;Beat 'em up,55,Positive,9023,1343,1255,1586,200k to 500k,14.99,10366,Genre3,RPG
245620,Tropico 5,2014-05-23,2014,2012 - 2015,Haemimont Games,Kalypso Media Digital,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Strategy;Simulation;City Builder,70,Positive,7878,2482,292,364,1M to 2M,14.99,10360,Genre1,RPG
245620,Tropico 5,2014-05-23,2014,2012 - 2015,Haemimont Games,Kalypso Media Digital,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Strategy;Simulation;City Builder,70,Positive,7878,2482,292,364,1M to 2M,14.99,10360,Genre2,Simulation
245620,Tropico 5,2014-05-23,2014,2012 - 2015,Haemimont Games,Kalypso Media Digital,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Strategy;Simulation;City Builder,70,Positive,7878,2482,292,364,1M to 2M,14.99,10360,Genre3,Strategy
351640,Eternal Senia,2015-06-18,2015,2012 - 2015,Holy Priest,Holy Priest,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Anime;Free to Play;RPG,0,Extremely Positive,10106,227,15961,155,500k to 1M,0,10333,Genre1,Action
351640,Eternal Senia,2015-06-18,2015,2012 - 2015,Holy Priest,Holy Priest,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Anime;Free to Play;RPG,0,Extremely Positive,10106,227,15961,155,500k to 1M,0,10333,Genre2,Free to Play
351640,Eternal Senia,2015-06-18,2015,2012 - 2015,Holy Priest,Holy Priest,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Anime;Free to Play;RPG,0,Extremely Positive,10106,227,15961,155,500k to 1M,0,10333,Genre3,Indie
351640,Eternal Senia,2015-06-18,2015,2012 - 2015,Holy Priest,Holy Priest,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Anime;Free to Play;RPG,0,Extremely Positive,10106,227,15961,155,500k to 1M,0,10333,Genre4,RPG
